experimentID; Дата; температура платы, °С; позиция ЗИ (датч.), ед. ПНВ; позиция ОИ (датч.), ед. ПНВ; позиция ЗИ №2 (датч.), ед. ПНВ; уровень (датч.), мм; позиция ЗИ (комп.), ед. ПНВ; позиция ОИ (комп.), ед. ПНВ; позиция ЗИ №2 (комп.), ед. ПНВ; уровень (комп.), мм; 
7; 17.07.13 17:39:49; 32.9; 220.854; 304.42; 3525.883; 1811.15; 220.8545; 304.42; 3525.883; 1811.15; 
7; 17.07.13 17:39:56; 33; 220.881; 304.43; 3525.904; 1810.762; 220.8819; 304.4301; 3525.905; 1810.76; 
7; 17.07.13 17:40:02; 33; 220.781; 304.315; 3525.83; 1810.419; 220.7818; 304.3156; 3525.83; 1810.419; 
7; 17.07.13 17:40:09; 33; 220.744; 304.319; 3525.772; 1811.372; 220.7441; 304.3193; 3525.773; 1811.371; 
7; 17.07.13 17:40:15; 33; 220.745; 304.298; 3525.787; 1810.875; 220.745; 304.2988; 3525.787; 1810.875; 
7; 17.07.13 17:40:22; 33; 220.742; 304.297; 3525.783; 1810.897; 220.7428; 304.2974; 3525.783; 1810.897; 
7; 17.07.13 17:40:30; 33; 220.736; 304.306; 3525.754; 1811.271; 220.7361; 304.3066; 3525.754; 1811.27; 
7; 17.07.13 17:40:37; 33.1; 220.73; 304.304; 3525.754; 1811.341; 220.7303; 304.304; 3525.754; 1811.339; 
7; 17.07.13 17:40:43; 33.1; 220.723; 304.299; 3525.757; 1811.391; 220.7234; 304.2996; 3525.757; 1811.39; 
7; 17.07.13 17:40:49; 33.1; 220.732; 304.289; 3525.755; 1810.977; 220.7321; 304.2898; 3525.755; 1810.975; 
7; 17.07.13 17:40:56; 33.1; 220.718; 304.288; 3525.755; 1811.241; 220.7187; 304.2883; 3525.755; 1811.239; 
7; 17.07.13 17:41:02; 33.1; 220.745; 304.315; 3525.76; 1811.247; 220.7457; 304.315; 3525.76; 1811.246; 
7; 17.07.13 17:41:09; 33.1; 220.729; 304.293; 3525.795; 1811.095; 220.7292; 304.2932; 3525.795; 1811.094; 
7; 17.07.13 17:41:15; 33.1; 220.701; 304.279; 3525.736; 1811.424; 220.7013; 304.2791; 3525.737; 1811.424; 
7; 17.07.13 17:41:22; 33.1; 220.875; 304.429; 3525.929; 1810.89; 220.8752; 304.4299; 3525.929; 1810.89; 
7; 17.07.13 17:41:28; 33.1; 220.947; 304.479; 3525.965; 1810.403; 220.9472; 304.4795; 3525.966; 1810.403; 
7; 17.07.13 17:41:35; 33.1; 220.933; 304.484; 3525.965; 1810.82; 220.9337; 304.4848; 3525.966; 1810.821; 
7; 17.07.13 17:41:41; 33.1; 220.953; 304.485; 3525.991; 1810.392; 220.9533; 304.4857; 3525.992; 1810.392; 
7; 17.07.13 17:41:48; 33.1; 220.95; 304.497; 3525.987; 1810.741; 220.9502; 304.4978; 3525.988; 1810.74; 
7; 17.07.13 17:41:54; 33.1; 220.921; 304.48; 3525.972; 1810.979; 220.9218; 304.4803; 3525.973; 1810.978; 
7; 17.07.13 17:42:00; 33.2; 220.965; 304.518; 3525.971; 1810.887; 220.9654; 304.5187; 3525.971; 1810.886; 
7; 17.07.13 17:42:07; 33.2; 220.948; 304.503; 3525.957; 1810.914; 220.9489; 304.5034; 3525.957; 1810.913; 
7; 17.07.13 17:42:13; 33.2; 220.951; 304.503; 3525.977; 1810.855; 220.9513; 304.5037; 3525.977; 1810.854; 
7; 17.07.13 17:42:22; 33.2; 220.983; 304.532; 3526.008; 1810.769; 220.9839; 304.5325; 3526.009; 1810.768; 
7; 17.07.13 17:42:28; 33.2; 220.968; 304.508; 3525.985; 1810.584; 220.9682; 304.5085; 3525.986; 1810.583; 
7; 17.07.13 17:42:35; 33.2; 220.955; 304.514; 3525.956; 1811.012; 220.9556; 304.5143; 3525.956; 1811.01; 
7; 17.07.13 17:42:41; 33.2; 220.94; 304.493; 3525.972; 1810.879; 220.9403; 304.4939; 3525.972; 1810.878; 
7; 17.07.13 17:42:48; 33.2; 220.998; 304.536; 3526.027; 1810.533; 220.9984; 304.5368; 3526.028; 1810.534; 
7; 17.07.13 17:42:54; 33.2; 220.938; 304.491; 3525.966; 1810.874; 220.938; 304.4913; 3525.967; 1810.872; 
7; 17.07.13 17:43:00; 33.2; 220.946; 304.508; 3525.966; 1811.061; 220.9469; 304.5083; 3525.967; 1811.061; 
7; 17.07.13 17:43:07; 33.2; 220.968; 304.492; 3525.997; 1810.201; 220.9687; 304.4924; 3525.998; 1810.201; 
7; 17.07.13 17:43:13; 33.2; 220.939; 304.485; 3525.951; 1810.729; 220.9393; 304.4858; 3525.951; 1810.729; 
7; 17.07.13 17:43:20; 33.2; 220.977; 304.522; 3526.008; 1810.686; 220.9776; 304.5227; 3526.009; 1810.686; 
7; 17.07.13 17:43:26; 33.2; 220.826; 304.373; 3525.854; 1810.728; 220.8269; 304.3738; 3525.855; 1810.728; 
7; 17.07.13 17:43:33; 33.2; 220.758; 304.347; 3525.795; 1811.675; 220.7582; 304.3471; 3525.795; 1811.675; 
7; 17.07.13 17:43:39; 33.2; 220.771; 304.297; 3525.805; 1810.259; 220.7715; 304.2979; 3525.805; 1810.258; 
7; 17.07.13 17:43:48; 33.2; 220.724; 304.288; 3525.764; 1811.105; 220.7248; 304.2886; 3525.764; 1811.104; 
7; 17.07.13 17:43:54; 33.2; 220.749; 304.301; 3525.787; 1810.836; 220.7495; 304.3015; 3525.787; 1810.837; 
7; 17.07.13 17:44:01; 33.2; 220.757; 304.289; 3525.787; 1810.408; 220.7572; 304.29; 3525.787; 1810.408; 
7; 17.07.13 17:44:07; 33.3; 220.716; 304.249; 3525.747; 1810.405; 220.7168; 304.2496; 3525.748; 1810.406; 
7; 17.07.13 17:44:13; 33.3; 220.69; 304.261; 3525.713; 1811.283; 220.6902; 304.2613; 3525.714; 1811.281; 
7; 17.07.13 17:44:20; 33.3; 220.688; 304.246; 3525.723; 1810.978; 220.6889; 304.2469; 3525.723; 1810.977; 
7; 17.07.13 17:44:26; 33.3; 220.722; 304.285; 3525.751; 1811.082; 220.7229; 304.2854; 3525.751; 1811.081; 
7; 17.07.13 17:44:33; 33.4; 220.692; 304.247; 3525.725; 1810.896; 220.6927; 304.2471; 3525.726; 1810.895; 
7; 17.07.13 17:44:39; 33.4; 220.702; 304.25; 3525.749; 1810.756; 220.7021; 304.2508; 3525.75; 1810.757; 
7; 17.07.13 17:44:46; 33.1; 220.67; 304.208; 3525.707; 1810.523; 220.6709; 304.209; 3525.708; 1810.523; 
7; 17.07.13 17:44:52; 33; 220.804; 304.361; 3525.841; 1810.955; 220.8044; 304.3614; 3525.841; 1810.952; 
7; 17.07.13 17:44:59; 32.9; 220.654; 304.229; 3525.695; 1811.362; 220.6541; 304.2292; 3525.695; 1811.36; 
7; 17.07.13 17:45:05; 32.8; 220.747; 304.295; 3525.76; 1810.773; 220.7471; 304.2956; 3525.76; 1810.774; 
7; 17.07.13 17:45:12; 32.8; 220.591; 304.13; 3525.644; 1810.536; 220.5914; 304.1305; 3525.645; 1810.536; 
7; 17.07.13 17:45:18; 32.6; 220.614; 304.152; 3525.647; 1810.516; 220.6149; 304.1525; 3525.647; 1810.516; 
7; 17.07.13 17:45:24; 32.6; 220.626; 304.158; 3525.655; 1810.396; 220.6263; 304.1585; 3525.656; 1810.396; 
7; 17.07.13 17:45:31; 32.5; 220.797; 304.311; 3525.842; 1809.955; 220.7978; 304.311; 3525.842; 1809.956; 
7; 17.07.13 17:45:37; 32.4; 220.863; 304.383; 3525.897; 1810.128; 220.8633; 304.3838; 3525.897; 1810.128; 
7; 17.07.13 17:45:44; 32.4; 220.695; 304.22; 3525.721; 1810.244; 220.6954; 304.2209; 3525.721; 1810.245; 
7; 17.07.13 17:45:50; 32.4; 220.649; 304.173; 3525.688; 1810.205; 220.6497; 304.1739; 3525.688; 1810.205; 
7; 17.07.13 17:45:57; 32.4; 220.623; 304.182; 3525.658; 1810.986; 220.6237; 304.1822; 3525.658; 1810.986; 
7; 17.07.13 17:46:05; 32.4; 220.625; 304.184; 3525.639; 1811.015; 220.6252; 304.1844; 3525.639; 1811.016; 
7; 17.07.13 17:46:12; 32.3; 220.627; 304.171; 3525.678; 1810.653; 220.6273; 304.1715; 3525.678; 1810.655; 
7; 17.07.13 17:46:18; 32.4; 220.619; 304.164; 3525.667; 1810.663; 220.6199; 304.1644; 3525.667; 1810.664; 
7; 17.07.13 17:46:25; 32.4; 220.624; 304.161; 3525.673; 1810.501; 220.6241; 304.1616; 3525.674; 1810.502; 
7; 17.07.13 17:46:31; 32.4; 220.633; 304.156; 3525.657; 1810.18; 220.6339; 304.1565; 3525.657; 1810.182; 
7; 17.07.13 17:46:37; 32.4; 220.605; 304.165; 3525.635; 1811.027; 220.6056; 304.1657; 3525.635; 1811.028; 
7; 17.07.13 17:46:44; 32.4; 220.589; 304.154; 3525.616; 1811.138; 220.59; 304.1549; 3525.617; 1811.14; 
7; 17.07.13 17:46:50; 32.5; 220.583; 304.143; 3525.624; 1811.006; 220.5839; 304.1434; 3525.624; 1811.007; 
7; 17.07.13 17:46:57; 32.5; 220.792; 304.301; 3525.832; 1809.872; 220.7925; 304.3019; 3525.833; 1809.873; 
7; 17.07.13 17:47:03; 32.6; 220.855; 304.359; 3525.868; 1809.748; 220.8557; 304.359; 3525.869; 1809.748; 
7; 17.07.13 17:47:10; 32.6; 220.851; 304.389; 3525.879; 1810.532; 220.8512; 304.3895; 3525.879; 1810.532; 
7; 17.07.13 17:47:16; 32.6; 220.872; 304.383; 3525.889; 1809.917; 220.873; 304.3839; 3525.889; 1809.918; 
7; 17.07.13 17:47:23; 32.7; 220.729; 304.265; 3525.75; 1810.479; 220.7294; 304.2651; 3525.751; 1810.479; 
7; 17.07.13 17:47:29; 32.8; 220.678; 304.208; 3525.727; 1810.326; 220.679; 304.2086; 3525.727; 1810.327; 
7; 17.07.13 17:47:36; 32.8; 220.627; 304.19; 3525.674; 1811.068; 220.6278; 304.1902; 3525.674; 1811.069; 
7; 17.07.13 17:47:44; 32.9; 220.591; 304.132; 3525.634; 1810.582; 220.5914; 304.1323; 3525.634; 1810.582; 
7; 17.07.13 17:47:50; 32.9; 220.53; 304.11; 3525.568; 1811.491; 220.5301; 304.1109; 3525.569; 1811.49; 
7; 17.07.13 17:47:57; 33.1; 220.732; 304.252; 3525.759; 1810.128; 220.7324; 304.2528; 3525.759; 1810.129; 
7; 17.07.13 17:48:03; 33.1; 220.644; 304.174; 3525.692; 1810.346; 220.6442; 304.1747; 3525.692; 1810.345; 
7; 17.07.13 17:48:12; 33.2; 220.603; 304.159; 3525.637; 1810.942; 220.6034; 304.1598; 3525.638; 1810.941; 
7; 17.07.13 17:48:18; 33.2; 220.824; 304.359; 3525.855; 1810.461; 220.8247; 304.3599; 3525.855; 1810.461; 
7; 17.07.13 17:48:25; 33.3; 220.672; 304.204; 3525.7; 1810.393; 220.6725; 304.2046; 3525.7; 1810.394; 
7; 17.07.13 17:48:31; 33.4; 220.628; 304.185; 3525.679; 1810.961; 220.628; 304.1858; 3525.679; 1810.961; 
7; 17.07.13 17:48:40; 33.5; 220.598; 304.163; 3525.633; 1811.139; 220.5986; 304.1637; 3525.634; 1811.138; 
7; 17.07.13 17:48:46; 33.6; 220.807; 304.327; 3525.846; 1810.105; 220.8078; 304.3275; 3525.846; 1810.105; 
7; 17.07.13 17:48:53; 33.7; 220.636; 304.195; 3525.685; 1810.994; 220.6368; 304.196; 3525.686; 1810.995; 
7; 17.07.13 17:48:59; 33.8; 220.598; 304.155; 3525.635; 1810.944; 220.5983; 304.155; 3525.635; 1810.945; 
7; 17.07.13 17:49:05; 33.9; 220.596; 304.147; 3525.631; 1810.826; 220.5964; 304.1478; 3525.631; 1810.827; 
7; 17.07.13 17:49:12; 34; 220.523; 304.099; 3525.568; 1811.359; 220.524; 304.0992; 3525.569; 1811.36; 
7; 17.07.13 17:49:18; 34.1; 220.298; 303.919; 3525.366; 1812.392; 220.2983; 303.9199; 3525.366; 1812.399; 
7; 17.07.13 17:49:27; 34.1; 220.235; 303.862; 3525.3; 1812.525; 220.2356; 303.8626; 3525.301; 1812.525; 
7; 17.07.13 17:49:33; 34.2; 220.377; 303.971; 3525.398; 1811.8; 220.3777; 303.9717; 3525.398; 1811.8; 
7; 17.07.13 17:49:40; 34.3; 220.208; 303.818; 3525.277; 1812.137; 220.2088; 303.819; 3525.278; 1812.139; 
7; 17.07.13 17:49:48; 34.4; 220.147; 303.797; 3525.203; 1813.06; 220.1475; 303.798; 3525.204; 1813.061; 
7; 17.07.13 17:49:55; 34.5; 220.115; 303.742; 3525.19; 1812.498; 220.1159; 303.7421; 3525.191; 1812.5; 
7; 17.07.13 17:50:01; 34.6; 220.272; 303.906; 3525.317; 1812.686; 220.2723; 303.906; 3525.318; 1812.687; 
7; 17.07.13 17:50:08; 34.7; 220.366; 303.969; 3525.401; 1811.987; 220.3665; 303.9691; 3525.401; 1811.988; 
7; 17.07.13 17:50:14; 34.8; 220.185; 303.809; 3525.244; 1812.474; 220.185; 303.8097; 3525.244; 1812.474; 
7; 17.07.13 17:50:21; 34.8; 220.163; 303.764; 3525.238; 1811.923; 220.1632; 303.7641; 3525.238; 1811.925; 
7; 17.07.13 17:50:27; 34.9; 220.073; 303.732; 3525.157; 1813.245; 220.073; 303.7324; 3525.157; 1813.247; 
7; 17.07.13 17:50:33; 35; 220.269; 303.894; 3525.323; 1812.481; 220.2696; 303.8945; 3525.323; 1812.483; 
7; 17.07.13 17:50:40; 35.1; 220.345; 303.935; 3525.397; 1811.694; 220.3454; 303.9355; 3525.397; 1811.693; 
7; 17.07.13 17:50:46; 35.2; 220.319; 303.948; 3525.377; 1812.594; 220.319; 303.949; 3525.377; 1812.595; 
7; 17.07.13 17:50:53; 35.2; 220.324; 303.94; 3525.369; 1812.29; 220.3245; 303.9409; 3525.37; 1812.295; 
7; 17.07.13 17:50:59; 35.3; 220.308; 303.903; 3525.378; 1811.792; 220.3088; 303.9044; 3525.378; 1811.809; 
7; 17.07.13 17:51:06; 35.4; 220.282; 303.912; 3525.328; 1812.58; 220.283; 303.9123; 3525.329; 1812.588; 
7; 17.07.13 17:51:12; 35.4; 220.287; 303.896; 3525.33; 1812.111; 220.288; 303.8962; 3525.33; 1812.111; 
7; 17.07.13 17:51:19; 35.6; 220.244; 303.886; 3525.309; 1812.862; 220.2445; 303.8864; 3525.31; 1812.863; 
7; 17.07.13 17:51:25; 35.6; 220.262; 303.893; 3525.317; 1812.607; 220.2627; 303.8932; 3525.318; 1812.608; 
7; 17.07.13 17:51:32; 35.7; 220.26; 303.88; 3525.322; 1812.359; 220.2606; 303.8807; 3525.322; 1812.369; 
7; 17.07.13 17:51:38; 35.8; 220.269; 303.888; 3525.327; 1812.339; 220.2696; 303.8887; 3525.327; 1812.349; 
7; 17.07.13 17:51:44; 35.8; 220.289; 303.897; 3525.336; 1812.112; 220.2892; 303.8984; 3525.336; 1812.13; 
7; 17.07.13 17:51:51; 35.9; 220.305; 303.923; 3525.37; 1812.322; 220.3051; 303.9235; 3525.371; 1812.328; 
7; 17.07.13 17:51:57; 36; 220.273; 303.906; 3525.318; 1812.664; 220.2733; 303.9061; 3525.318; 1812.665; 
7; 17.07.13 17:52:04; 36.1; 220.074; 303.734; 3525.151; 1813.275; 220.0742; 303.7347; 3525.152; 1813.276; 
7; 17.07.13 17:52:10; 36.1; 220.051; 303.724; 3525.108; 1813.555; 220.0519; 303.7242; 3525.109; 1813.556; 
7; 17.07.13 17:52:17; 36.2; 220.203; 303.858; 3525.277; 1813.154; 220.203; 303.8581; 3525.277; 1813.155; 
7; 17.07.13 17:52:23; 36.3; 220.06; 303.69; 3525.134; 1812.586; 220.0609; 303.6909; 3525.134; 1812.587; 
7; 17.07.13 17:52:30; 36.4; 220.037; 303.674; 3525.104; 1812.759; 220.0372; 303.6746; 3525.104; 1812.759; 
7; 17.07.13 17:52:36; 36.4; 220; 303.663; 3525.051; 1813.344; 220.0005; 303.6633; 3525.051; 1813.345; 
7; 17.07.13 17:52:42; 36.5; 219.988; 303.64; 3525.061; 1813.098; 219.9881; 303.6407; 3525.062; 1813.1; 
7; 17.07.13 17:52:49; 36.6; 220.136; 303.789; 3525.216; 1813.114; 220.136; 303.7895; 3525.216; 1813.116; 
7; 17.07.13 17:52:55; 36.7; 220.194; 303.843; 3525.253; 1813.01; 220.1949; 303.8432; 3525.253; 1813.009; 
7; 17.07.13 17:53:02; 36.8; 220.033; 303.674; 3525.092; 1812.856; 220.0332; 303.6747; 3525.093; 1812.856; 
7; 17.07.13 17:53:08; 36.8; 219.915; 303.605; 3525; 1813.946; 219.9156; 303.6059; 3525; 1813.947; 
7; 17.07.13 17:53:15; 36.9; 219.897; 303.565; 3524.981; 1813.453; 219.8971; 303.5656; 3524.981; 1813.453; 
7; 17.07.13 17:53:21; 36.9; 219.913; 303.565; 3524.98; 1813.086; 219.9138; 303.5656; 3524.98; 1813.085; 
7; 17.07.13 17:53:28; 37.1; 220.054; 303.731; 3525.112; 1813.649; 220.0548; 303.7314; 3525.112; 1813.651; 
7; 17.07.13 17:53:34; 37.1; 219.922; 303.604; 3524.99; 1813.762; 219.923; 303.6047; 3524.991; 1813.764; 
7; 17.07.13 17:53:41; 37.2; 220.144; 303.791; 3525.218; 1812.971; 220.145; 303.7919; 3525.219; 1812.971; 
7; 17.07.13 17:53:47; 37.2; 220.15; 303.825; 3525.205; 1813.636; 220.15; 303.8258; 3525.205; 1813.637; 
7; 17.07.13 17:53:53; 37.3; 219.941; 303.63; 3525.015; 1813.919; 219.9416; 303.6304; 3525.016; 1813.921; 
7; 17.07.13 17:54:00; 37.4; 219.93; 303.597; 3525.011; 1813.424; 219.9307; 303.5979; 3525.011; 1813.425; 
7; 17.07.13 17:54:06; 37.4; 219.92; 303.6; 3524.998; 1813.727; 219.9202; 303.6007; 3524.998; 1813.729; 
7; 17.07.13 17:54:13; 37.5; 219.907; 303.591; 3524.985; 1813.809; 219.9074; 303.5914; 3524.985; 1813.81; 
7; 17.07.13 17:54:19; 37.6; 220.09; 303.768; 3525.15; 1813.674; 220.0908; 303.7684; 3525.15; 1813.675; 
7; 17.07.13 17:54:26; 37.6; 220.088; 303.745; 3525.166; 1813.191; 220.0888; 303.7455; 3525.167; 1813.191; 
7; 17.07.13 17:54:32; 37.7; 219.888; 303.59; 3524.969; 1814.224; 219.8884; 303.5908; 3524.969; 1814.223; 
7; 17.07.13 17:54:39; 37.8; 219.895; 303.577; 3524.98; 1813.756; 219.8957; 303.5776; 3524.98; 1813.758; 
7; 17.07.13 17:54:45; 37.8; 219.87; 303.569; 3524.948; 1814.137; 219.8707; 303.5692; 3524.948; 1814.138; 
7; 17.07.13 17:54:54; 37.9; 219.884; 303.58; 3524.96; 1814.07; 219.8848; 303.5803; 3524.96; 1814.07; 
7; 17.07.13 17:55:00; 37.9; 219.85; 303.519; 3524.941; 1813.467; 219.8503; 303.5196; 3524.942; 1813.467; 
7; 17.07.13 17:55:06; 38; 220.002; 303.701; 3525.064; 1814.176; 220.0021; 303.7019; 3525.064; 1814.177; 
7; 17.07.13 17:55:13; 38.1; 219.657; 303.36; 3524.753; 1814.237; 219.6571; 303.3604; 3524.753; 1814.238; 
7; 17.07.13 17:55:19; 38.1; 219.573; 303.281; 3524.691; 1814.341; 219.5735; 303.282; 3524.691; 1814.341; 
7; 17.07.13 17:55:26; 38.2; 219.705; 303.403; 3524.796; 1814.111; 219.7057; 303.4034; 3524.797; 1814.11; 
7; 17.07.13 17:55:34; 38.2; 219.725; 303.407; 3524.809; 1813.765; 219.7255; 303.4077; 3524.81; 1813.764; 
7; 17.07.13 17:55:41; 38.3; 219.46; 303.195; 3524.6; 1814.938; 219.46; 303.1954; 3524.6; 1814.939; 
7; 17.07.13 17:55:47; 38.4; 219.46; 303.161; 3524.597; 1814.166; 219.4603; 303.1617; 3524.598; 1814.168; 
7; 17.07.13 17:55:54; 38.4; 219.418; 303.16; 3524.56; 1815.09; 219.4181; 303.1602; 3524.561; 1815.09; 
7; 17.07.13 17:56:00; 38.4; 219.434; 303.148; 3524.582; 1814.429; 219.4349; 303.148; 3524.582; 1814.43; 
7; 17.07.13 17:56:09; 38.5; 219.443; 303.156; 3524.564; 1814.458; 219.4432; 303.157; 3524.564; 1814.458; 
7; 17.07.13 17:56:15; 38.6; 219.6; 303.303; 3524.717; 1814.216; 219.6004; 303.3033; 3524.717; 1814.214; 
7; 17.07.13 17:56:21; 38.6; 219.674; 303.336; 3524.782; 1813.28; 219.6747; 303.3362; 3524.782; 1813.281; 
7; 17.07.13 17:56:28; 38.7; 219.467; 303.181; 3524.611; 1814.457; 219.4675; 303.1819; 3524.612; 1814.459; 
7; 17.07.13 17:56:34; 38.8; 219.401; 303.152; 3524.542; 1815.296; 219.4015; 303.1527; 3524.542; 1815.296; 
7; 17.07.13 17:56:41; 38.8; 219.405; 303.136; 3524.57; 1814.828; 219.4054; 303.1366; 3524.571; 1814.829; 
7; 17.07.13 17:56:47; 38.8; 219.376; 303.111; 3524.506; 1814.934; 219.3761; 303.111; 3524.506; 1814.934; 
7; 17.07.13 17:56:54; 38.9; 219.802; 303.486; 3524.9; 1813.81; 219.8021; 303.4867; 3524.9; 1813.811; 
7; 17.07.13 17:57:00; 38.9; 219.877; 303.586; 3524.931; 1814.389; 219.8771; 303.5861; 3524.931; 1814.389; 
7; 17.07.13 17:57:07; 39; 219.921; 303.615; 3525.015; 1814.018; 219.9217; 303.6153; 3525.015; 1814.018; 
7; 17.07.13 17:57:13; 39; 219.578; 303.261; 3524.686; 1813.774; 219.5782; 303.2614; 3524.686; 1813.773; 
7; 17.07.13 17:57:20; 39.1; 219.428; 303.165; 3524.587; 1814.962; 219.4282; 303.165; 3524.587; 1814.961; 
7; 17.07.13 17:57:26; 39.1; 219.346; 303.081; 3524.518; 1814.922; 219.3461; 303.0816; 3524.519; 1814.921; 
7; 17.07.13 17:57:32; 39.2; 219.543; 303.25; 3524.669; 1814.298; 219.5434; 303.2502; 3524.669; 1814.297; 
7; 17.07.13 17:57:39; 39.2; 219.55; 303.26; 3524.681; 1814.355; 219.5507; 303.2602; 3524.682; 1814.355; 
7; 17.07.13 17:57:45; 39.3; 219.371; 303.114; 3524.524; 1815.092; 219.3716; 303.114; 3524.524; 1815.09; 
7; 17.07.13 17:57:52; 39.4; 219.333; 303.061; 3524.481; 1814.776; 219.3334; 303.0618; 3524.482; 1814.775; 
7; 17.07.13 17:57:58; 39.4; 219.328; 303.071; 3524.493; 1815.106; 219.3283; 303.0717; 3524.493; 1815.105; 
7; 17.07.13 17:58:05; 39.4; 219.33; 303.082; 3524.508; 1815.28; 219.3306; 303.082; 3524.508; 1815.279; 
7; 17.07.13 17:58:11; 39.4; 219.317; 303.047; 3524.464; 1814.8; 219.3176; 303.0471; 3524.464; 1814.799; 
7; 17.07.13 17:58:18; 39.5; 219.285; 303.044; 3524.421; 1815.47; 219.2853; 303.044; 3524.422; 1815.47; 
7; 17.07.13 17:58:24; 39.6; 219.515; 303.253; 3524.637; 1814.999; 219.5158; 303.2534; 3524.638; 1814.998; 
7; 17.07.13 17:58:31; 39.6; 219.571; 303.264; 3524.698; 1813.976; 219.5686; 303.264; 3524.698; 1814.039; 
7; 17.07.13 17:58:37; 39.6; 219.567; 303.287; 3524.686; 1814.604; 219.5658; 303.2873; 3524.687; 1814.636; 
7; 17.07.13 17:58:44; 39.7; 219.37; 303.103; 3524.503; 1814.882; 219.3708; 303.1035; 3524.503; 1814.881; 
7; 17.07.13 17:58:50; 39.7; 219.331; 303.07; 3524.486; 1814.995; 219.332; 303.0702; 3524.487; 1814.994; 
7; 17.07.13 17:58:56; 39.8; 219.277; 303.053; 3524.422; 1815.854; 219.2775; 303.0534; 3524.422; 1815.854; 
7; 17.07.13 17:59:03; 39.8; 219.265; 303.041; 3524.415; 1815.852; 219.2659; 303.0419; 3524.415; 1815.853; 
7; 17.07.13 17:59:09; 39.8; 219.675; 303.408; 3524.777; 1814.903; 219.6756; 303.4085; 3524.778; 1814.904; 
7; 17.07.13 17:59:16; 39.9; 219.79; 303.522; 3524.871; 1814.898; 219.7904; 303.5225; 3524.872; 1814.897; 
7; 17.07.13 17:59:22; 39.9; 219.822; 303.53; 3524.908; 1814.36; 219.8224; 303.5309; 3524.908; 1814.36; 
7; 17.07.13 17:59:29; 40; 220.009; 303.733; 3525.093; 1814.707; 220.0099; 303.7337; 3525.094; 1814.707; 
7; 17.07.13 17:59:35; 40.1; 220.01; 303.75; 3525.069; 1815.091; 220.0101; 303.7502; 3525.07; 1815.091; 
7; 17.07.13 17:59:42; 40.1; 220.02; 303.757; 3525.08; 1815.028; 220.0201; 303.7574; 3525.081; 1815.028; 
7; 17.07.13 17:59:48; 40.1; 220.026; 303.76; 3525.072; 1814.957; 220.0262; 303.76; 3525.072; 1814.958; 
7; 17.07.13 17:59:55; 40.2; 220.204; 303.896; 3525.29; 1813.989; 220.2042; 303.8971; 3525.29; 1814.007; 
7; 17.07.13 18:00:01; 40.2; 220.191; 303.898; 3525.248; 1814.34; 220.1916; 303.8985; 3525.248; 1814.34; 
7; 17.07.13 18:00:07; 40.2; 220.283; 303.965; 3525.35; 1813.756; 220.2838; 303.9652; 3525.351; 1813.755; 
7; 17.07.13 18:00:14; 40.3; 220.072; 303.776; 3525.128; 1814.265; 220.0728; 303.7763; 3525.129; 1814.265; 
7; 17.07.13 18:00:20; 40.4; 220.057; 303.783; 3525.126; 1814.763; 220.0576; 303.7834; 3525.127; 1814.763; 
7; 17.07.13 18:00:27; 40.4; 220.046; 303.787; 3525.139; 1815.111; 220.0461; 303.788; 3525.139; 1815.112; 
7; 17.07.13 18:00:33; 40.5; 220.062; 303.782; 3525.146; 1814.624; 220.0624; 303.7826; 3525.146; 1814.626; 
7; 17.07.13 18:00:40; 40.5; 220.237; 303.917; 3525.295; 1813.722; 220.2373; 303.917; 3525.295; 1813.723; 
7; 17.07.13 18:00:46; 40.6; 220.183; 303.925; 3525.249; 1815.141; 220.1832; 303.9257; 3525.25; 1815.142; 
7; 17.07.13 18:00:53; 40.6; 220.269; 303.977; 3525.323; 1814.36; 220.2697; 303.9774; 3525.324; 1814.362; 
7; 17.07.13 18:00:59; 40.6; 220.269; 303.982; 3525.335; 1814.472; 220.27; 303.983; 3525.335; 1814.474; 
7; 17.07.13 18:01:06; 40.7; 220.079; 303.809; 3525.148; 1814.855; 220.0799; 303.8098; 3525.148; 1814.856; 
7; 17.07.13 18:01:12; 40.8; 220.058; 303.787; 3525.138; 1814.831; 220.0586; 303.7878; 3525.138; 1814.832; 
7; 17.07.13 18:01:18; 40.8; 220.01; 303.753; 3525.092; 1815.149; 220.0104; 303.7537; 3525.092; 1815.15; 
7; 17.07.13 18:01:25; 40.8; 219.997; 303.756; 3525.069; 1815.497; 219.9979; 303.7562; 3525.069; 1815.498; 
7; 17.07.13 18:01:31; 40.9; 219.943; 303.67; 3525.032; 1814.785; 219.9433; 303.6707; 3525.032; 1814.786; 
7; 17.07.13 18:01:38; 40.9; 219.879; 303.647; 3524.973; 1815.703; 219.8791; 303.6471; 3524.973; 1815.704; 
7; 17.07.13 18:01:44; 40.9; 219.88; 303.624; 3524.959; 1815.168; 219.8802; 303.6243; 3524.96; 1815.17; 
7; 17.07.13 18:01:51; 41; 220.055; 303.782; 3525.138; 1814.791; 220.0553; 303.7828; 3525.138; 1814.793; 
7; 17.07.13 18:01:57; 41; 220.175; 303.924; 3525.243; 1815.286; 220.1758; 303.925; 3525.243; 1815.295; 
7; 17.07.13 18:02:04; 41; 220.235; 303.951; 3525.274; 1814.562; 220.2353; 303.9516; 3525.274; 1814.563; 
